"X.AMRS.EPS.","X.GRWG.EPS.","U.STZ.EPS.","U.IIPR.EPS.","X.CARA.EPS.","X.TLRY.EPS.","X.SNDL.EPS.","X.CNTTQ.EPS."
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.53,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.64,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,4.98,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,5.53,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.29,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,6.75,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.23,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,7.81,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.23,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0,0,0,0,0
0,0,8.73,0.14,0,0,0,0
0,0,8.73,0.14,0,0,0,0
0,0,8.73,0.14,0,0,0,0
0,0,8.73,0.14,0,0,0,0
0,0,8.73,0.14,0,0,0,0
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,8.73,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.14,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
0,0,10.31,0.44,0,0,0,0.22
